POWER UNIT:mW;CURRENT UNIT:mA;VOLTAGE UNIT:mV;convFromMili:1
TIMESTAMP;VDD_IN_POWER;VDD_SYS_SOC_POWER;VDD_SYS_GPU_POWER;VDD_SYS_CPU_POWER;VDD_SYS_DDR_POWER;VDD_MUX_POWER;VDD_5V0_IO_SYS_POWER;VDD_3V3_SYS_POWER;VDD_3V3_IO_SLP_POWER;VDD_1V8_IO_POWER;VDD_3V3_SYS_M2_POWER;VDD_4V0_WIFI_POWER;VDD_IN_CURRENT;VDD_SYS_SOC_CURRENT;VDD_SYS_GPU_CURRENT;VDD_SYS_CPU_CURRENT;VDD_SYS_DDR_CURRENT;VDD_MUX_CURRENT;VDD_5V0_IO_SYS_CURRENT;VDD_3V3_SYS_CURRENT;VDD_3V3_IO_SLP_CURRENT;VDD_1V8_IO_CURRENT;VDD_3V3_SYS_M2_CURRENT;VDD_4V0_WIFI_CURRENT;VDD_IN_VOLTAGE;VDD_SYS_SOC_VOLTAGE;VDD_SYS_GPU_VOLTAGE;VDD_SYS_CPU_VOLTAGE;VDD_SYS_DDR_VOLTAGE;VDD_MUX_VOLTAGE;VDD_5V0_IO_SYS_VOLTAGE;VDD_3V3_SYS_VOLTAGE;VDD_3V3_IO_SLP_VOLTAGE;VDD_1V8_IO_VOLTAGE;VDD_3V3_SYS_M2_VOLTAGE;VDD_4V0_WIFI_VOLTAGE;A0_TEMPERATURE;CPU_TEMPERATURE;GPU_TEMPERATURE;PLL_TEMPERATURE;PMIC_TEMPERATURE;TDIODE_TEMPERATURE;TBOARD_TEMPERATURE;FAN_TEMPERATURE
Sat Apr 16 18:12:48 2022;1400;0;1440;0;399;1517;0;438;1557;0;478;478;320;0;320;0;104;328;0;104;336;0;112;112;4976;4968;4976;4968;4968;4968;4968;4968;4968;4960;4968;4960;Sat Apr 16 18:12:49 2022;928;0;969;0;120;1008;0;161;1046;0;201;200;232;0;240;0;48;248;0;56;256;0;64;64;5008;5008;5008;5000;5000;5000;5000;5000;5000;5000;5000;4992;Sat Apr 16 18:12:50 2022;928;0;967;0;120;1008;0;161;1046;0;201;201;224;0;224;0;48;224;0;48;232;0;48;48;5024;5024;5024;5016;5016;5016;5016;5016;5016;5008;5008;5008;Sat Apr 16 18:12:51 2022;2545;117;2580;117;821;2659;117;858;2659;117;897;897;544;24;544;24;192;552;24;192;560;24;192;192;4880;4880;4880;4880;4880;4880;4872;4872;4880;4872;4872;4872;Sat Apr 16 18:12:52 2022;4741;2930;4733;2967;150;4771;2962;225;4846;2962;225;262;1048;632;1048;632;72;1056;632;72;1056;632;80;80;4680;4672;4680;4672;4672;4680;4672;4672;4672;4664;4672;4672;Sat Apr 16 18:12:53 2022;4606;2614;4219;2356;190;3966;2097;229;3865;1913;344;345;776;360;768;352;88;760;336;96;752;320;104;112;4792;4792;4792;4784;4768;4768;4768;4768;4768;4760;4768;4768;Sat Apr 16 18:12:54 2022;4779;3005;4771;3005;150;4808;3000;187;4838;3000;225;225;1040;640;1040;640;56;1048;640;56;1056;640;64;64;4672;4672;4672;4664;4672;4672;4664;4664;4672;4664;4664;4664;Sat Apr 16 18:12:55 2022;4606;2714;4644;2751;263;4712;2747;263;4779;2784;301;338;1032;600;1032;600;80;1040;600;88;1040;600;88;88;4688;4680;4688;4680;4688;4688;4680;4680;4680;4672;4680;4680;Sat Apr 16 18:12:56 2022;4779;3005;4779;3005;150;4816;3005;187;4846;3000;225;262;1048;648;1056;648;56;1064;648;64;1064;648;72;72;4680;4672;4680;4672;4672;4672;4664;4672;4672;4664;4672;4664;Sat Apr 16 18:12:57 2022;4779;3005;4771;3005;150;4846;3000;187;4883;3000;262;262;1048;648;1056;648;72;1056;648;72;1064;648;72;80;4680;4672;4672;4664;4672;4672;4664;4672;4672;4664;4664;4664;Sat Apr 16 18:12:58 2022;1517;0;1555;0;159;1592;0;159;1671;0;238;238;344;0;344;0;56;352;0;64;352;0;64;64;4968;4960;4960;4960;4960;4960;4960;4960;4960;4960;4960;4960;Sat Apr 16 18:12:59 2022;928;0;969;0;120;1008;0;161;1046;0;201;201;224;0;224;0;40;224;0;40;232;0;48;48;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;Sat Apr 16 18:13:00 2022;928;0;969;0;120;1008;0;161;1086;0;200;200;240;0;240;0;56;248;0;56;256;0;56;64;5008;5008;5008;5000;5000;5000;5000;5000;5000;5000;5000;5000;Sat Apr 16 18:13:01 2022;928;0;969;0;161;1008;0;201;1048;0;201;201;216;0;216;0;40;224;0;40;224;0;48;48;5024;5024;5024;5024;5024;5024;5024;5024;5016;5016;5016;5016;Sat Apr 16 18:13:03 2022;1748;0;1748;0;158;1788;0;158;1828;0;198;238;384;0;384;0;56;392;0;64;392;0;64;64;4952;4952;4952;4952;4952;4952;4944;4944;4952;4944;4944;4944;Sat Apr 16 18:13:04 2022;1751;0;1748;0;119;1788;0;158;1828;0;198;238;376;0;376;0;56;384;0;56;392;0;64;64;4952;4952;4952;4952;4952;4952;4944;4952;4952;4944;4944;4944;Sat Apr 16 18:13:05 2022;928;0;928;0;120;1048;0;161;1127;0;200;241;248;0;248;0;56;256;0;64;264;0;72;72;5008;5000;5008;5000;5000;5000;5000;5000;5000;5000;5000;4992;Sat Apr 16 18:13:06 2022;928;0;928;0;120;1008;0;161;1086;0;201;201;216;0;224;0;48;224;0;48;224;0;48;48;5032;5024;5032;5024;5024;5032;5024;5024;5024;5024;5024;5024;Sat Apr 16 18:13:07 2022;928;0;967;0;161;1006;0;201;1086;0;200;200;224;0;224;0;48;224;0;48;232;0;56;56;5024;5024;5024;5016;5024;5024;5016;5016;5024;5016;5016;5016;Sat Apr 16 18:13:08 2022;928;0;967;0;161;1046;0;201;1086;0;201;200;224;0;232;0;48;240;0;56;248;0;56;56;5016;5008;5008;5008;5008;5008;5000;5000;5008;5000;5000;5000;Sat Apr 16 18:13:09 2022;928;0;969;0;161;1008;0;161;1086;0;201;201;216;0;224;0;40;224;0;40;232;0;48;48;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;Sat Apr 16 18:13:10 2022;928;0;969;0;161;1008;0;161;1046;0;201;201;224;0;216;0;40;224;0;48;224;0;48;48;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;Sat Apr 16 18:13:11 2022;928;0;967;0;120;1048;0;161;1046;0;161;201;216;0;224;0;40;224;0;40;224;0;48;48;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;Sat Apr 16 18:13:13 2022;928;0;967;0;161;1046;0;161;1125;0;200;240;240;0;248;0;56;256;0;64;264;0;64;72;5008;5000;5000;5000;5000;5000;4992;4992;5000;4992;4992;4992;Sat Apr 16 18:13:14 2022;928;0;967;0;120;1008;0;161;1046;0;201;201;216;0;224;0;48;224;0;48;224;0;48;48;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;Sat Apr 16 18:13:15 2022;928;0;927;0;161;1008;0;201;1046;0;201;201;216;0;224;0;40;232;0;48;240;0;48;48;5016;5016;5016;5016;5008;5008;5008;5008;5008;5008;5008;5000;Sat Apr 16 18:13:16 2022;928;0;928;0;120;1008;0;161;1046;0;201;201;224;0;224;0;40;224;0;48;224;0;48;48;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;5024;Sat Apr 16 18:13:17 2022;928;0;967;0;120;1086;0;160;1205;0;200;200;264;0;272;0;56;280;0;56;288;0;64;64;5000;5000;5000;5000;5000;5000;4992;4992;4992;4992;4992;4992;
